# Distance = 16.5 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
27.65	276.00	1.55	26.62	198.55	68.56	0.82	1.20	0.00
28.85	273.00	1.90	26.33	193.59	67.12	0.81	0.86	0.00
30.05	271.00	1.12	26.25	188.99	65.76	0.83	0.61	0.00
31.25	270.00	1.41	26.86	184.69	64.49	0.85	0.43	0.00
32.34	268.00	1.76	27.83	181.05	63.39	0.84	0.32	0.00
33.55	267.00	1.81	28.81	177.25	62.24	0.78	0.23	0.00
34.75	266.00	2.18	29.27	173.72	61.15	0.68	0.16	0.00
35.95	265.00	3.01	29.03	170.40	60.13	0.62	0.12	0.00
37.15	264.00	2.04	28.77	167.28	59.15	0.59	0.08	0.00
38.35	264.00	1.58	28.70	164.34	58.21	0.57	0.06	0.00
39.56	264.00	3.23	28.89	161.53	57.32	0.57	0.04	0.00
40.76	264.00	2.94	29.58	158.90	56.47	0.54	0.03	0.00
41.96	264.00	1.62	30.01	156.40	55.65	0.49	0.02	0.00
43.16	264.00	2.15	30.02	154.02	54.87	0.44	0.02	0.00
44.36	262.00	4.45	29.87	151.75	54.13	0.42	0.01	0.00
45.57	260.00	7.43	30.13	149.57	53.40	0.40	0.01	0.00
46.77	258.00	7.22	30.48	147.50	52.71	0.36	0.01	0.00
47.97	257.00	5.37	30.54	145.52	52.05	0.32	0.00	0.00
49.17	258.00	5.43	30.43	143.63	51.41	0.28	0.00	0.00
50.37	260.00	6.47	30.28	141.81	50.79	0.25	0.00	0.00
51.58	263.00	5.75	30.32	140.04	50.20	0.21	0.00	0.00
52.78	265.00	5.54	29.99	138.36	49.62	0.18	0.00	0.00
53.98	266.00	4.43	29.59	136.73	49.07	0.15	0.00	0.00
55.18	266.00	4.71	29.11	135.17	48.53	0.14	0.00	0.00
57.59	262.00	5.28	28.65	132.19	47.50	0.10	0.00	0.00
59.99	263.00	4.70	27.77	129.42	46.54	0.08	0.00	0.00
62.39	272.00	5.04	27.31	126.82	45.64	0.07	0.00	0.00
