# Distance = 39.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.45	216.00	10.00	-4.55	256.87	0.00	2.04	1572.86	0.00
2.88	215.00	7.00	-8.04	240.64	0.00	2.50	722.09	0.00
4.33	215.00	5.00	-10.67	240.88	0.00	3.06	584.22	0.00
5.78	214.00	4.00	-12.25	248.17	0.00	3.67	429.36	0.00
7.22	215.00	4.00	-12.36	248.16	0.00	4.27	354.56	0.00
8.66	221.00	3.00	-10.42	255.51	0.00	4.77	326.83	0.00
11.55	233.00	3.00	10.73	284.39	0.00	5.64	252.00	0.00
14.48	237.00	3.00	24.99	302.87	0.00	6.00	152.75	0.00
17.28	242.00	3.00	36.41	296.89	0.00	5.74	98.09	0.00
20.20	241.00	3.00	45.84	295.21	0.00	4.71	65.08	0.00
23.12	240.00	3.00	51.73	286.25	0.00	3.13	32.31	0.00
26.04	234.00	3.00	51.19	267.93	0.00	1.98	13.83	0.00
28.84	226.00	3.00	49.98	249.64	0.00	1.21	7.19	0.00
31.76	213.00	3.00	48.42	234.64	0.00	0.79	4.15	0.00
34.68	207.00	3.00	48.58	222.11	0.00	0.00	1.83	0.00
37.48	208.00	4.00	42.04	210.91	0.00	0.00	0.93	0.00
40.40	209.00	4.00	38.98	201.08	0.00	0.00	0.45	0.00
43.32	207.00	4.00	36.81	192.59	0.00	0.00	0.22	0.00
46.24	213.00	6.00	34.97	185.26	0.00	0.00	0.00	0.00
