# Distance = 4.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.34	19.60	2.89	3.68	19.73	0.00	8.77	106.80	0.00
0.68	32.50	2.89	5.41	28.01	0.00	6.82	66.32	0.00
1.02	41.90	2.89	5.75	31.58	0.00	6.81	28.35	0.00
1.37	50.60	2.89	8.77	31.98	0.00	8.28	17.64	0.00
1.71	57.00	2.89	13.83	31.45	0.00	7.90	8.30	0.00
2.05	60.50	2.89	16.65	29.65	0.00	5.01	4.37	0.00
2.39	60.50	2.89	16.48	27.89	0.00	2.81	2.30	0.00
2.74	60.00	2.89	15.13	26.14	0.00	2.11	1.18	0.00
3.08	61.50	2.89	14.50	24.58	0.00	2.18	0.62	0.00
3.42	61.50	2.89	15.00	23.19	0.00	2.20	0.33	0.00
3.76	63.00	2.89	15.82	21.99	0.00	1.91	0.17	0.00
4.11	64.00	2.89	16.25	20.84	0.00	1.47	0.00	0.00
