# Distance = 50.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.28	107.00	30.20	-1.05	13.78	91.46	2.59	618.49	5800.33
0.55	121.00	15.60	-1.84	26.03	143.82	2.69	603.26	3274.79
0.83	134.00	8.69	-2.57	37.95	161.88	2.78	587.86	1870.98
1.39	157.00	12.50	-3.81	60.02	171.18	2.96	558.23	849.89
1.65	168.00	11.70	-4.31	69.65	173.79	3.05	544.98	599.88
3.04	207.00	8.04	-6.12	115.90	156.10	3.47	470.23	10.13
3.32	213.00	6.53	-6.36	124.08	149.78	3.55	462.95	3.88
3.59	218.00	11.20	-6.54	132.69	144.22	3.63	455.55	1.53
3.87	222.00	6.05	-6.68	142.18	138.97	3.70	450.84	0.59
4.15	226.00	5.41	-6.80	153.43	134.27	3.78	445.20	0.23
4.43	229.00	5.96	-6.81	164.22	129.95	3.85	417.46	0.09
4.70	232.00	7.41	-6.79	172.52	126.18	3.92	387.64	0.03
4.97	234.00	6.10	-6.71	178.78	122.67	3.99	357.56	0.01
5.25	235.00	3.89	-6.56	184.42	119.35	4.05	339.44	0.01
5.52	236.00	9.03	-6.42	190.50	116.43	4.11	324.46	0.00
5.80	237.00	10.00	-6.18	196.67	113.55	4.17	303.79	0.00
6.08	237.00	7.36	-5.85	202.29	110.91	4.23	281.08	0.00
6.36	237.00	10.20	-5.45	207.00	108.43	4.28	256.11	0.00
6.63	236.00	10.40	-5.04	210.34	106.22	4.33	231.86	0.00
6.91	236.00	5.83	-4.60	212.86	104.02	4.38	209.52	0.00
7.19	235.00	5.43	-4.09	214.50	101.99	4.43	188.62	0.00
7.27	234.00	8.36	-3.93	214.82	101.43	4.45	183.32	0.00
7.46	234.00	7.88	-3.52	215.43	100.13	4.49	171.57	0.00
8.02	231.00	8.17	-0.61	216.45	96.57	4.64	142.56	0.00
8.29	229.00	5.82	2.98	216.57	94.99	4.71	129.68	0.00
8.56	228.00	7.21	4.41	216.39	93.48	4.79	117.85	0.00
8.84	226.00	18.20	5.80	215.93	91.98	4.88	106.56	0.00
9.12	224.00	9.11	7.14	215.19	90.56	4.96	96.24	0.00
9.69	221.00	5.56	9.92	213.03	87.86	5.15	78.11	0.00
12.11	216.00	3.21	21.04	197.29	78.59	5.34	33.45	0.00
14.58	220.00	1.89	28.79	180.76	71.62	5.05	16.19	0.00
14.68	220.00	7.66	29.04	180.10	71.38	5.04	15.84	0.00
15.20	221.00	9.52	30.40	176.93	70.15	4.97	14.51	0.00
15.50	221.00	13.60	31.16	175.38	69.47	4.92	13.84	0.00
15.71	221.00	8.15	31.69	174.35	69.00	4.89	13.25	0.00
16.02	221.00	4.11	32.49	172.85	68.33	4.84	12.42	0.00
16.32	221.00	5.37	33.23	171.45	67.70	4.80	11.67	0.00
16.53	221.00	5.06	33.78	170.50	67.27	4.77	11.18	0.00
16.84	221.00	11.40	34.59	169.17	66.64	4.71	10.50	0.00
16.94	221.00	2.56	34.85	168.77	66.45	4.69	10.27	0.00
19.40	218.00	1.70	41.08	157.90	62.09	4.06	4.85	0.00
21.77	216.00	1.13	45.33	148.59	58.61	3.20	2.49	0.00
24.23	215.00	1.77	47.64	138.98	55.56	2.33	0.86	0.00
26.69	212.00	2.47	48.21	130.82	52.94	1.50	0.40	0.00
29.06	208.00	1.44	46.93	124.31	50.73	0.94	0.19	0.00
31.52	209.00	2.88	45.06	118.53	48.71	0.57	0.09	0.00
36.34	220.00	4.09	42.26	109.34	45.37	0.14	0.02	0.00
40.04	220.00	6.32	36.59	103.66	43.22	0.00	0.00	0.00
