# Distance = 11.4 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.25	47.00	7.60	-5.45	57.06	0.00	6.56	175.71	0.00
2.08	59.50	4.50	2.31	64.93	0.00	8.45	107.61	0.00
2.90	71.60	3.70	11.33	74.85	0.00	8.33	67.61	0.00
3.73	77.60	3.10	14.62	77.81	0.00	7.50	47.27	0.00
4.56	83.40	3.60	16.16	79.61	0.00	6.85	29.91	0.00
5.39	89.70	3.80	17.78	79.47	0.00	6.92	14.66	0.00
6.22	93.80	2.40	20.92	73.44	0.00	7.01	7.84	0.00
7.04	99.00	3.00	25.03	69.60	0.00	6.74	5.24	0.00
7.87	103.00	2.50	29.18	66.01	0.00	6.02	3.23	0.00
8.70	100.00	2.30	30.35	62.87	0.00	4.62	2.03	0.00
9.54	98.30	2.00	30.54	59.88	0.00	4.24	1.06	0.00
10.34	98.40	1.70	30.64	56.92	0.00	3.80	0.59	0.00
11.21	94.50	1.80	31.68	54.25	0.00	3.45	0.37	0.00
11.98	94.90	2.40	32.16	52.14	0.00	3.03	0.22	0.00
12.85	95.30	1.60	31.69	50.01	0.00	2.53	0.13	0.00
13.72	96.90	1.80	30.21	48.12	0.00	2.39	0.08	0.00
14.49	97.20	1.30	29.84	46.62	0.00	2.45	0.05	0.00
15.36	100.00	1.80	30.14	45.08	0.00	2.56	0.03	0.00
16.13	104.00	2.70	32.23	43.85	0.00	2.57	0.02	0.00
17.00	104.00	3.20	33.53	42.57	0.00	2.30	0.01	0.00
17.78	105.00	3.40	34.10	41.53	0.00	2.12	0.01	0.00
18.65	109.00	3.90	35.13	40.45	0.00	1.97	0.00	0.00
19.52	110.00	3.80	35.52	39.46	0.00	1.63	0.00	0.00
20.29	107.00	3.80	35.26	38.65	0.00	1.45	0.00	0.00
21.16	106.00	3.80	34.82	37.79	0.00	1.34	0.00	0.00
21.93	106.00	4.00	34.50	37.08	0.00	1.28	0.00	0.00
22.80	108.00	3.40	34.95	36.32	0.00	1.26	0.00	0.00
23.67	109.00	3.20	35.86	35.61	0.00	1.14	0.00	0.00
24.44	110.00	3.30	35.83	35.02	0.00	0.94	0.00	0.00
25.31	110.00	2.70	35.57	34.39	0.00	0.84	0.00	0.00
26.08	110.00	2.40	35.03	33.86	0.00	0.78	0.00	0.00
26.95	113.00	2.50	35.25	33.28	0.00	0.76	0.00	0.00
27.73	114.00	2.20	35.75	32.79	0.00	0.65	0.00	0.00
28.60	112.00	1.70	35.75	32.28	0.00	0.52	0.00	0.00
29.47	113.00	1.80	35.18	31.78	0.00	0.40	0.00	0.00
30.24	115.00	1.60	34.49	31.36	0.00	0.32	0.00	0.00
